E103,E85,E114,E88,E58,E44,E107,E101,E93,E27,E110,E52,E13,E90,E65,E108,E1,E35,E76,E39,E54,E84,E82,E98,E63,E29,E66,E48,E112,E94,E9,E4,E89,E38,E41,E31,E2,E51,E28,E111,E24,E5,E100,E30,E68,E109,E25,E61,E33,E20,E106,E49,E70,E113,E78,E77,E86,E56,E102,E8,E50,E79,E32,E6,E55,E11,E45,E95,E60,E10,E104,E46,E47,E81,E43,E74,E64,E72,E83,E19,E15,E34,E17,E116,E7,E0,E73,E117,E67,E97,E14,E91,E99,E59,E22,E53,E18,E42,E36,E115,E105,E37,E71,E69,E62,E3,E21,E75,E23,E96,E26,E92,E87,E12,E57,E16,E80,E40
,,,"0,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,[173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7193,[244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"2,[115],[248],[229],[73],[151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38703,[262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[115],[248],[229],[73],[151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,[262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"49932,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,[262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,[262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,[262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,[262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,[262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,[262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36152,[129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3660,[264]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[264]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[264]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12372,[56]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[56]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"1,[87],[248],[62],[1],[274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[56]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[87],[248],[62],[1],[274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[56]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"8093,[38],[248],[225],[314],[180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[56]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[225],[314],[180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[56]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[225],[314],[180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[56]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[225],[314],[180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[56]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[225],[314],[180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[56]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[225],[314],[180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[56]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[225],[314],[180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6779,[42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[225],[314],[180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,[42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[225],[314],[180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[225],[314],[180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[225],[314],[180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22427,[238]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[38],[248],[225],[314],[180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[238]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"23753,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27088,[165]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29880,[139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14279,[291]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[291]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[291]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[291]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[291]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[206],[248],[202],[199],[185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4476,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"2,[206],[248],[202],[199],[162]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3,[206],[248],[202],[199],[17]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"26747,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,[118]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[251],[248],[266],[307],[249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
