E25,E0,E13,E4,E7,E1,E8,E11,E15,E3,E6,E5,E16,E22,E21,E12,E23,E17,E10,E18,E19,E9,E20,E2,E24,E14
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[126],[32],[59],[138],[34],[14, 15, 2]",,,,,,,,,,,,,,,,,,,,,,,,
,"2,[126],[32],[59],[138],[34],[14, 15, 3]",,,,,,,,,,,,,,,,,,,,,,,,
,"5873,[95],[32],[59],[138],[34],[10, 18, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[95],[32],[59],[138],[34],[10, 18, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[95],[32],[59],[138],[34],[10, 18, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[95],[32],[59],[138],[34],[10, 18, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[95],[32],[59],[138],[34],[10, 18, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[95],[32],[59],[138],[34],[10, 18, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[95],[32],[59],[138],[34],[10, 18, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[95],[32],[59],[138],[34],[10, 18, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[95],[32],[59],[138],[34],[10, 18, 9]",,,,,,,,,,,,,,,,,,,,,,,,
,"14694,[94],[32],[153],[138],[17],[13, 51, 7]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 7]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 7]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 7]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 7]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 7]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 7]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 7]",,,,,,,,,,,,,,,,,,,,,,,,
,"1,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
,"0,[94],[32],[153],[138],[17],[13, 51, 30]",,,,,,,,,,,,,,,,,,,,,,,,
